brand,model,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price
maruti,alto,6,29437,trustmark dealer,petrol,manual,22.74,796,47.3,5,265000.0
maruti,swift,3,69785,dealer,petrol,automatic,22.0,1197,81.8,5,590000.0
maruti,swift,6,75000,dealer,diesel,manual,28.4,1248,74.0,5,425000.0
mercedes-benz,c-class,9,51000,dealer,petrol,automatic,14.74,1991,181.04,5,1190000.0
maruti,baleno,4,51000,dealer,petrol,manual,21.4,1197,83.1,5,565000.0
hyundai,grand,6,35000,individual,petrol,manual,18.9,1197,82.0,5,390000.0
maruti,swift dzire,6,80000,individual,diesel,manual,23.4,1248,74.0,5,365000.0
skoda,superb,8,65000,dealer,petrol,manual,13.14,1798,157.8,5,499000.0
volkswagen,vento,10,41000,dealer,petrol,manual,15.04,1598,103.6,5,325000.0
toyota,innova,3,30000,dealer,diesel,manual,13.68,2393,147.51,8,1600000.0
toyota,innova,4,46000,dealer,diesel,automatic,11.36,2755,171.5,7,1870000.0
maruti,swift dzire,10,120000,individual,diesel,manual,19.3,1248,73.9,5,180000.0
toyota,camry,5,85000,dealer,petrol,automatic,19.16,2487,214.5,5,1850000.0
maruti,celerio,3,47000,dealer,petrol,automatic,21.63,998,67.05,5,525000.0
honda,city,9,72000,dealer,petrol,manual,17.0,1497,118.0,5,450000.0
maruti,swift,3,31000,dealer,petrol,manual,22.0,1197,81.8,5,565000.0
honda,amaze,3,17511,dealer,petrol,automatic,19.0,1199,88.76,5,616000.0
maruti,celerio,6,20934,dealer,petrol,manual,23.1,998,67.04,5,360000.0
mercedes-benz,e-class,11,90000,dealer,petrol,manual,11.2,2497,203.0,5,1000000.0
hyundai,grand,5,29250,trustmark dealer,petrol,manual,18.9,1197,81.86,5,445000.0
hyundai,i20,2,4800,dealer,petrol,manual,18.6,1197,81.86,5,660000.0
ford,ecosport,2,19323,dealer,petrol,manual,17.0,1497,121.31,5,985000.0
honda,amaze,2,14000,dealer,petrol,automatic,19.0,1199,88.76,5,760000.0
honda,jazz,3,27032,dealer,petrol,automatic,18.2,1199,88.7,5,695000.0
ford,figo,11,110000,individual,diesel,manual,20.0,1399,68.0,5,150000.0
mahindra,thar,6,40000,dealer,diesel,manual,18.06,2523,63.0,7,650000.0
maruti,baleno,6,70000,dealer,diesel,manual,27.39,1248,74.0,5,550000.0
honda,amaze,6,57000,dealer,petrol,manual,18.0,1198,86.7,5,390000.0
toyota,innova,4,25000,dealer,petrol,automatic,10.75,2694,163.7,7,1750000.0
skoda,rapid,8,75000,dealer,diesel,manual,20.5,1598,103.6,5,350000.0
maruti,swift,5,62235,dealer,diesel,manual,25.2,1248,74.0,5,496000.0
toyota,fortuner,9,97000,dealer,diesel,automatic,12.55,2982,168.5,7,1175000.0
honda,amaze,7,58500,dealer,diesel,manual,25.8,1498,98.6,5,348000.0
skoda,rapid,7,51000,dealer,diesel,manual,21.14,1498,103.52,5,460000.0
volkswagen,polo,6,44000,dealer,petrol,automatic,17.21,1197,103.5,5,525000.0
volkswagen,vento,5,65000,dealer,diesel,automatic,21.5,1498,108.5,5,595000.0
skoda,rapid,4,60000,dealer,diesel,automatic,21.72,1498,108.6,5,690000.0
maruti,swift dzire,3,60000,individual,diesel,manual,28.4,1248,74.02,5,627000.0
honda,amaze,5,46000,dealer,petrol,manual,18.0,1198,86.7,5,425000.0
honda,city,10,50000,dealer,petrol,manual,17.0,1497,118.0,5,349000.0
hyundai,i20,4,65609,dealer,diesel,manual,22.54,1396,88.73,5,600000.0
maruti,ciaz,3,31000,dealer,petrol,automatic,20.28,1462,103.25,5,890000.0
volkswagen,polo,7,71000,dealer,petrol,manual,16.47,1198,74.0,5,330000.0
hyundai,i20,9,53493,dealer,petrol,manual,18.5,1197,82.85,5,350000.0
maruti,swift dzire,9,80000,individual,petrol,manual,17.5,1197,85.8,5,400000.0
honda,city,12,70000,individual,petrol,automatic,16.8,1497,118.0,5,280000.0
mahindra,scorpio,6,45000,dealer,diesel,manual,15.4,1997,120.0,7,950000.0
hyundai,grand,6,46497,dealer,petrol,manual,18.9,1197,82.0,5,385000.0
hyundai,i20,9,55000,dealer,petrol,manual,18.5,1197,80.0,5,265000.0
ford,ecosport,5,65000,individual,diesel,manual,22.77,1498,98.59,5,530000.0
honda,city,12,45000,dealer,petrol,automatic,16.8,1497,116.4,5,295000.0
maruti,wagon r,12,63000,dealer,petrol,manual,21.79,998,67.05,5,125000.0
maruti,ciaz,5,89000,dealer,diesel,manual,28.09,1248,88.5,5,580000.0
maruti,swift dzire,3,20000,dealer,petrol,automatic,22.0,1197,81.8,5,725000.0
maruti,baleno,2,10000,dealer,petrol,manual,21.4,1197,83.1,5,625000.0
hyundai,elantra,7,62000,dealer,diesel,automatic,14.62,1493,113.42,5,690000.0
hyundai,verna,7,68000,dealer,diesel,manual,22.32,1582,126.32,5,475000.0
honda,city,7,51000,dealer,diesel,manual,24.1,1498,97.9,5,490000.0
renault,duster,8,57000,dealer,diesel,manual,20.45,1461,83.8,5,425000.0
hyundai,grand,4,37079,dealer,petrol,manual,18.9,1197,82.0,5,540000.0
mercedes-benz,e-class,9,48000,dealer,diesel,automatic,10.0,2148,170.0,5,1075000.0
maruti,swift dzire,3,22251,trustmark dealer,petrol,manual,22.0,1197,81.8,5,600000.0
maruti,vitara,2,20500,dealer,diesel,manual,24.3,1248,88.5,5,915000.0
hyundai,creta,3,55000,dealer,diesel,manual,22.1,1396,88.7,5,920000.0
honda,city,11,65000,dealer,petrol,manual,17.0,1497,118.0,5,350000.0
kia,seltos,2,7982,dealer,petrol,manual,16.8,1497,113.4,5,1180000.0
maruti,wagon r,8,63000,dealer,cng,manual,32.52,998,58.33,5,250000.0
jaguar,f-pace,2,30000,dealer,petrol,automatic,14.38,1997,246.74,5,4544999.999999981
mercedes-benz,gl-class,5,61000,dealer,diesel,automatic,12.0,2987,224.0,7,4544999.999999981
hyundai,creta,5,40000,individual,diesel,automatic,17.01,1582,126.2,5,1050000.0
honda,amaze,6,25000,individual,petrol,manual,18.0,1198,86.7,5,390000.0
maruti,swift,7,72000,dealer,diesel,manual,28.4,1248,74.0,5,385000.0
honda,amaze,7,87200,dealer,petrol,manual,18.0,1198,86.7,5,385000.0
maruti,baleno,4,46982,dealer,petrol,manual,21.4,1197,83.1,5,572000.0
maruti,ignis,2,15000,individual,petrol,manual,20.89,1197,81.8,5,500000.0
skoda,rapid,5,49000,dealer,diesel,automatic,21.66,1498,103.52,5,660000.0
maruti,eeco,2,25000,individual,cng,manual,21.94,1196,61.7,5,370000.0
land rover,rover,4,35000,dealer,diesel,automatic,12.51,2179,187.7,7,4544999.999999981
hyundai,i20,4,37999,dealer,petrol,manual,18.6,1197,81.83,5,540000.0
honda,amaze,7,53589,dealer,diesel,manual,25.8,1498,98.6,5,350000.0
mercedes-benz,e-class,4,24000,dealer,petrol,automatic,15.0,1991,194.4,5,4100000.0
tata,tigor,3,17206,dealer,petrol,automatic,20.3,1199,84.0,5,565000.0
honda,city,7,52643,dealer,diesel,manual,26.0,1498,98.6,5,525000.0
hyundai,verna,10,29800,dealer,diesel,manual,16.2,1493,110.0,5,225000.0
tata,tigor,2,40000,dealer,diesel,manual,24.7,1047,69.0,5,529000.0
datsun,go,4,15759,dealer,petrol,manual,19.02,1198,67.05,5,260000.0
hyundai,i20,6,56000,dealer,diesel,manual,21.19,1396,88.73,5,585000.0
honda,city,7,44000,dealer,diesel,manual,26.0,1498,98.6,5,535000.0
audi,a6,10,55000,dealer,petrol,automatic,10.4,2773,201.0,5,1340000.0
ford,ecosport,5,78648,dealer,diesel,manual,22.77,1498,98.59,5,596000.0
ford,ecosport,5,100000,individual,diesel,manual,22.77,1498,98.59,5,600000.0
maruti,celerio,7,53412,dealer,petrol,automatic,23.1,998,67.04,5,300000.0
hyundai,i20,3,10080,trustmark dealer,petrol,manual,18.6,1197,81.83,5,720000.0
ford,ecosport,3,33000,dealer,diesel,manual,21.7,1498,98.96,5,950000.0
hyundai,santro,8,55000,dealer,petrol,manual,17.92,1086,62.1,5,225000.0
mahindra,scorpio,7,100000,dealer,diesel,manual,15.4,1997,120.0,7,825000.0
ford,figo,8,80000,individual,diesel,manual,20.0,1399,68.05,5,193000.0
mercedes-benz,c-class,8,49000,dealer,petrol,automatic,14.74,1991,181.03,5,1290000.0
maruti,ciaz,4,21000,dealer,diesel,manual,26.32,1498,93.87,5,625000.0
ford,ecosport,7,28000,dealer,petrol,manual,15.8,1499,110.0,5,565000.0
hyundai,i20,3,23000,dealer,petrol,manual,18.6,1197,81.83,5,695000.0
maruti,celerio,3,41000,dealer,petrol,manual,21.63,998,67.04,5,400000.0
hyundai,i20,9,65000,dealer,petrol,manual,17.0,1197,80.0,5,320000.0
hyundai,creta,6,825000,dealer,diesel,manual,19.67,1582,126.2,5,825000.0
mahindra,scorpio,6,59999,dealer,diesel,manual,15.4,1997,120.0,7,845000.0
hyundai,i20,4,23082,trustmark dealer,petrol,manual,18.6,1197,81.83,5,625000.0
volkswagen,polo,4,35000,dealer,petrol,automatic,17.21,1197,103.5,5,750000.0
mahindra,xuv500,4,50000,dealer,diesel,manual,16.0,2179,140.0,7,1300000.0
maruti,vitara,4,63000,dealer,diesel,manual,24.3,1248,88.5,5,750000.0
honda,jazz,5,38739,dealer,diesel,manual,27.3,1498,98.6,5,575000.0
ford,ecosport,6,80000,individual,diesel,manual,22.77,1498,98.59,5,585000.0
skoda,rapid,8,60000,dealer,diesel,manual,20.5,1598,103.5,5,280000.0
hyundai,venue,2,10000,dealer,petrol,manual,18.27,998,118.35,5,870000.0
hyundai,verna,4,30000,individual,petrol,manual,17.01,1591,121.3,5,880000.0
maruti,vitara,1,1000,dealer,petrol,manual,17.03,1462,103.26,5,1050000.0
honda,wr-v,4,5000,dealer,petrol,manual,17.5,1199,88.7,5,790000.0
maruti,alto,10,60000,dealer,petrol,manual,20.92,998,67.1,5,195000.0
ford,ecosport,2,17000,dealer,diesel,manual,22.77,1498,98.59,5,925000.0
maruti,ciaz,6,57000,dealer,petrol,manual,20.73,1373,91.1,5,490000.0
maruti,alto,8,38000,dealer,petrol,manual,22.74,796,47.3,5,190000.0
tata,nexon,4,34000,dealer,petrol,manual,17.0,1199,118.3,5,690000.0
bmw,3,6,33000,dealer,diesel,automatic,18.88,1995,184.0,5,2080000.0
maruti,wagon r,8,61154,dealer,petrol,manual,20.51,998,67.04,5,255000.0
ford,ecosport,5,31000,dealer,petrol,manual,15.9,1496,120.69,5,675000.0
mahindra,xuv500,9,58455,dealer,diesel,manual,15.1,2179,140.0,7,450000.0
maruti,wagon r,4,25396,dealer,petrol,automatic,20.51,998,67.0,5,410000.0
hyundai,i20,3,12000,dealer,petrol,automatic,17.4,1197,81.86,5,845000.0
honda,city,10,65000,dealer,petrol,manual,17.0,1497,118.0,5,350000.0
ford,figo,10,120000,individual,diesel,manual,20.0,1399,68.0,5,150000.0
maruti,swift dzire,4,48000,dealer,petrol,manual,19.0,1197,85.8,5,475000.0
maruti,alto,8,68450,dealer,petrol,manual,22.74,796,47.3,5,245000.0
ford,ecosport,7,43000,dealer,diesel,manual,22.7,1498,89.84,5,540000.0
ford,ecosport,5,53000,dealer,petrol,automatic,16.05,1499,110.4,5,680000.0
ford,endeavour,2,18000,dealer,diesel,automatic,10.91,3198,197.0,7,2725000.0
maruti,swift,8,26000,dealer,diesel,manual,28.4,1248,74.0,5,365000.0
maruti,swift,8,51405,dealer,diesel,manual,28.4,1248,74.0,5,345000.0
honda,city,15,50000,individual,petrol,manual,17.7,1497,78.0,5,300000.0
bmw,5,4,18000,dealer,diesel,automatic,22.48,1995,187.74,5,3700000.0
maruti,ciaz,4,56000,dealer,diesel,manual,28.09,1248,88.5,5,665000.0
audi,a4,9,38000,individual,diesel,automatic,15.2,1968,140.8,5,1175000.0
volkswagen,polo,7,80000,dealer,diesel,manual,20.14,1498,88.8,5,325000.0
audi,a4,7,60000,dealer,diesel,automatic,16.55,1968,147.51,5,1275000.0
maruti,vitara,4,70000,individual,diesel,manual,24.3,1248,88.5,5,700000.0
hyundai,grand,4,60000,dealer,petrol,manual,18.9,1197,81.86,5,450000.0
maruti,wagon r,4,55271,dealer,cng,manual,26.2,998,58.2,5,365000.0
mahindra,xuv500,2,16000,dealer,diesel,automatic,15.1,2179,152.87,7,1500000.0
hyundai,grand,6,49000,dealer,diesel,manual,24.0,1120,70.0,5,370000.0
maruti,swift,8,147000,individual,diesel,manual,22.9,1248,74.0,5,350000.0
maruti,ertiga,5,45700,dealer,diesel,manual,24.52,1248,88.5,7,650000.0
renault,kwid,5,12000,dealer,petrol,manual,25.17,799,53.3,5,275000.0
honda,city,4,42000,dealer,petrol,manual,17.4,1497,117.6,5,880000.0
hyundai,grand,7,41000,dealer,petrol,manual,18.9,1197,81.86,5,355000.0
honda,city,4,45000,dealer,petrol,automatic,18.0,1497,117.3,5,990000.0
toyota,fortuner,8,52000,individual,diesel,manual,12.55,2982,168.5,7,1400000.0
skoda,rapid,7,62000,dealer,diesel,manual,20.5,1598,103.5,5,345000.0
hyundai,santro,10,64000,dealer,petrol,manual,17.92,1086,62.1,5,210000.0
hyundai,i10,9,65000,dealer,petrol,manual,20.36,1197,78.9,5,235000.0
maruti,alto,13,92000,dealer,petrol,manual,19.7,796,46.3,5,120100.0
volvo,s90,2,25000,dealer,diesel,automatic,18.0,1969,190.0,5,4500000.0
maruti,vitara,4,62000,dealer,diesel,manual,24.3,1248,88.5,5,650000.0
toyota,fortuner,2,32000,dealer,diesel,automatic,12.9,2755,174.5,7,3300000.0
renault,duster,7,101895,dealer,diesel,manual,20.45,1461,83.8,5,412000.0
maruti,dzire zxi,6,41021,dealer,petrol,manual,23.26,1197,88.5,5,500000.0
toyota,innova,5,92000,dealer,diesel,manual,13.68,2393,147.8,7,1300000.0
hyundai,verna,8,62485,dealer,petrol,manual,17.1,1591,121.3,5,445000.0
hyundai,i10,11,45000,dealer,petrol,manual,20.36,1197,78.9,5,190000.0
toyota,innova,11,120000,dealer,diesel,manual,12.8,2494,102.0,7,511000.0
honda,city,4,72000,dealer,diesel,manual,25.1,1498,98.6,5,850000.0
ford,ecosport,5,35000,dealer,petrol,automatic,16.05,1499,110.4,5,721000.0
hyundai,i10,12,52000,dealer,petrol,manual,19.81,1086,68.05,5,190000.0
honda,city,6,69000,dealer,diesel,manual,24.1,1498,103.56,5,601000.0
hyundai,verna,8,64001,dealer,petrol,automatic,17.01,1591,121.4,5,449000.0
maruti,swift,4,40000,dealer,petrol,manual,22.0,1197,81.8,5,515000.0
hyundai,grand,7,29000,dealer,petrol,manual,18.9,1197,81.86,5,385000.0
honda,city,4,40000,individual,petrol,automatic,18.0,1497,117.3,5,940000.0
hyundai,grand,3,41000,dealer,cng,manual,18.9,1197,65.39,5,470000.0
volkswagen,polo,9,62000,dealer,diesel,manual,22.07,1199,73.9,5,225000.0
maruti,vitara,4,57000,dealer,diesel,manual,24.3,1248,88.5,5,825000.0
audi,a4,5,29000,dealer,petrol,automatic,15.64,1798,167.62,5,1890000.0
mercedes-benz,c-class,10,67000,dealer,petrol,automatic,11.74,1796,186.0,5,950000.0
volkswagen,vento,10,90000,individual,diesel,manual,20.54,1598,103.6,5,350000.0
hyundai,i10,8,20000,individual,petrol,manual,19.81,1086,68.05,5,300000.0
volkswagen,polo,8,46000,dealer,petrol,manual,16.47,1198,73.9,5,365000.0
toyota,innova,7,34000,dealer,diesel,manual,12.99,2494,100.6,7,825000.0
tata,harrier,1,5125,dealer,diesel,manual,17.0,1956,167.67,5,1650000.0
hyundai,creta,5,52000,dealer,diesel,manual,19.67,1582,126.2,5,950000.0
renault,kwid,4,36000,dealer,petrol,manual,25.17,799,53.3,5,320000.0
volkswagen,vento,7,74832,dealer,diesel,automatic,21.21,1498,103.2,5,373000.0
honda,amaze,7,60000,individual,diesel,manual,25.8,1498,98.6,5,342000.0
maruti,wagon r,3,38000,dealer,cng,manual,26.6,998,58.16,5,415000.0
maruti,alto,5,35286,dealer,petrol,automatic,23.95,998,67.05,5,331000.0
maruti,baleno,4,58000,individual,diesel,manual,27.39,1248,74.0,5,600000.0
audi,q7,2,14000,dealer,diesel,automatic,14.75,2967,245.0,7,4544999.999999981
hyundai,i20,5,40000,dealer,petrol,manual,18.6,1197,81.83,5,500000.0
maruti,swift dzire,9,120000,individual,diesel,manual,19.3,1248,73.9,5,325000.0
hyundai,verna,9,72545,dealer,diesel,manual,22.32,1582,126.32,5,425000.0
hyundai,i10,10,58000,dealer,petrol,manual,20.36,1197,78.9,5,210000.0
toyota,camry,5,75000,dealer,petrol,automatic,19.16,2487,214.5,5,2100000.0
hyundai,grand,7,65000,dealer,petrol,manual,18.9,1197,82.0,5,399000.0
honda,amaze,8,75000,dealer,diesel,manual,25.8,1498,98.6,5,350000.0
maruti,celerio,5,12957,trustmark dealer,petrol,manual,23.1,998,67.04,5,400000.0
mercedes-benz,gl-class,7,90000,dealer,diesel,automatic,12.0,2987,224.0,7,3200000.0
maruti,swift,5,28000,dealer,petrol,manual,20.4,1197,83.11,5,440000.0
honda,amaze,6,15000,individual,diesel,manual,25.8,1498,98.6,5,525000.0
honda,city,6,40212,dealer,petrol,manual,17.8,1497,117.3,5,650000.0
maruti,ertiga,4,45000,dealer,petrol,manual,19.34,1462,103.0,7,745000.0
renault,kwid,2,14000,individual,petrol,manual,23.01,999,67.0,5,390000.0
maruti,swift dzire,3,70000,individual,diesel,automatic,28.4,1248,74.02,5,725000.0
maruti,baleno,5,60000,dealer,petrol,automatic,21.4,1197,83.1,5,625000.0
bmw,3,8,75000,dealer,diesel,automatic,18.88,1995,184.0,5,1100000.0
hyundai,santro,13,56000,dealer,petrol,manual,17.92,1086,62.1,5,120100.0
hyundai,verna,8,74000,dealer,petrol,manual,17.01,1591,121.3,5,425000.0
audi,q7,8,55000,dealer,diesel,automatic,12.07,2967,241.4,7,2100000.0
maruti,swift,5,28000,dealer,petrol,manual,22.0,1197,81.8,5,425000.0
toyota,fortuner,7,46000,dealer,diesel,automatic,12.55,2982,168.5,7,1625000.0
maruti,swift,9,85000,dealer,diesel,manual,22.9,1248,74.0,5,280000.0
mahindra,xuv500,6,97000,individual,diesel,manual,15.1,2179,140.0,7,850000.0
hyundai,creta,6,40000,dealer,diesel,automatic,17.01,1582,126.2,5,930000.0
mahindra,scorpio,11,120000,individual,diesel,manual,14.0,2523,75.0,7,200000.0
maruti,baleno,3,21000,dealer,petrol,manual,21.01,1197,81.8,5,625000.0
bmw,3,5,29000,dealer,diesel,automatic,21.76,1995,188.0,5,2450000.0
land rover,rover,3,38000,dealer,diesel,automatic,18.0,2993,255.0,7,3990000.0
jaguar,xf,6,50000,dealer,diesel,automatic,16.36,2179,187.7,5,2400000.0
honda,amaze,3,40200,dealer,petrol,manual,17.8,1198,86.7,5,650000.0
hyundai,creta,5,110000,individual,diesel,manual,21.38,1396,88.7,5,720000.0
maruti,swift,8,100000,individual,diesel,manual,22.9,1248,74.0,5,320000.0
hyundai,grand,5,38000,dealer,diesel,manual,24.0,1120,70.0,5,410000.0
honda,jazz,4,57812,dealer,petrol,manual,18.2,1199,88.7,5,595000.0
maruti,alto,7,58001,dealer,petrol,manual,22.74,796,47.3,5,215000.0
hyundai,grand,4,1010,dealer,petrol,manual,18.9,1197,81.86,5,500000.0
hyundai,grand,5,45000,dealer,petrol,manual,18.9,1197,82.0,5,420000.0
hyundai,i20,6,90000,individual,diesel,manual,22.54,1396,88.73,5,500000.0
tata,tigor,3,16000,dealer,petrol,automatic,20.3,1199,84.0,5,545000.0
maruti,swift dzire,5,35600,dealer,petrol,manual,22.0,1197,81.8,5,465000.0
maruti,swift,9,30000,individual,diesel,manual,22.9,1248,74.0,5,325000.0
maruti,alto,7,40000,dealer,petrol,manual,23.95,998,67.05,5,235000.0
audi,a6,5,58000,dealer,diesel,automatic,18.53,1968,187.74,5,2675000.0
skoda,superb,7,36000,dealer,petrol,automatic,13.7,1798,157.75,5,1099000.0
maruti,ertiga,4,63001,dealer,diesel,manual,24.52,1248,88.5,7,725000.0
hyundai,creta,6,64000,dealer,petrol,manual,15.29,1591,121.3,5,875000.0
mercedes-benz,c-class,2,9000,dealer,diesel,automatic,19.27,2143,170.0,5,3950000.0
ford,ecosport,2,19338,trustmark dealer,petrol,manual,15.9,1496,120.69,5,985000.0
hyundai,i20,6,39838,dealer,diesel,manual,22.54,1396,88.73,5,565000.0
bmw,7,8,89000,dealer,diesel,automatic,14.49,2993,258.0,5,1999000.0
hyundai,i20,5,39465,dealer,petrol,manual,18.6,1197,81.83,5,625000.0
mahindra,xuv500,9,60000,dealer,diesel,manual,15.1,2179,140.0,7,475000.0
ford,ecosport,2,17000,dealer,petrol,manual,15.9,1496,120.69,5,915000.0
kia,seltos,2,25000,individual,diesel,manual,20.8,1493,113.4,5,1540000.0
maruti,eeco,4,33304,dealer,cng,manual,21.94,1196,61.7,5,331000.0
maruti,swift,6,52000,dealer,petrol,manual,20.4,1197,81.8,5,435000.0
mercedes-benz,s-class,2,18000,dealer,petrol,automatic,7.81,2996,362.07,5,4544999.999999981
skoda,superb,7,80182,dealer,diesel,automatic,17.2,1968,138.08,5,1075000.0
hyundai,i20,7,120000,individual,diesel,manual,22.54,1396,88.73,5,550000.0
mercedes-benz,c-class,7,80000,dealer,diesel,automatic,14.84,2143,170.0,5,1475000.0
maruti,vitara,5,45417,dealer,diesel,manual,24.3,1248,88.5,5,750000.0
hyundai,grand,5,6200,individual,petrol,manual,18.9,1197,82.0,5,410000.0
honda,city,12,58000,dealer,petrol,manual,17.0,1497,118.0,5,260000.0
honda,city,7,48000,dealer,diesel,manual,26.0,1498,98.6,5,525000.0
mercedes-benz,c-class,7,87360,dealer,diesel,automatic,14.84,2143,170.0,5,1165000.0
mercedes-benz,c-class,7,75000,dealer,diesel,automatic,11.78,2143,167.62,5,1450000.0
land rover,rover,4,9500,dealer,diesel,automatic,12.65,2993,296.0,5,4544999.999999981
mahindra,xuv500,2,5000,individual,diesel,manual,15.1,2179,152.87,7,1588000.0
mahindra,xuv500,7,177000,individual,diesel,manual,15.1,2179,140.0,7,550000.0
honda,city,7,60000,dealer,diesel,manual,26.0,1498,98.6,5,500000.0
maruti,swift dzire,3,45000,dealer,petrol,manual,21.21,1197,81.8,5,634000.0
hyundai,creta,6,54525,dealer,petrol,manual,15.29,1591,121.3,5,750000.0
honda,amaze,4,19500,dealer,petrol,manual,17.8,1198,86.7,5,499000.0
maruti,swift,5,28000,dealer,petrol,manual,20.4,1197,81.8,5,425000.0
toyota,innova,4,50000,dealer,diesel,automatic,11.36,2755,171.5,8,1600000.0
honda,civic,12,65000,dealer,petrol,automatic,12.9,1799,130.0,5,225000.0
maruti,baleno,4,61000,dealer,petrol,manual,21.4,1197,83.1,5,525000.0
hyundai,creta,4,110000,individual,diesel,manual,19.67,1582,126.2,5,1045000.0
skoda,rapid,7,72000,dealer,diesel,automatic,21.66,1498,103.52,5,515000.0
mahindra,thar,2,15000,individual,diesel,manual,16.55,2498,105.0,6,950000.0
mahindra,xuv500,8,61845,dealer,diesel,manual,15.1,2179,140.0,7,575000.0
maruti,vitara,3,37000,dealer,diesel,automatic,24.3,1248,88.5,5,795000.0
bmw,5,13,70000,individual,diesel,automatic,16.73,2495,218.0,5,550000.0
volkswagen,polo,11,106451,dealer,petrol,manual,16.47,1198,73.9,5,225000.0
toyota,innova,3,46000,dealer,diesel,manual,13.68,2393,147.8,7,1740000.0
mahindra,thar,8,56000,dealer,diesel,manual,16.55,2498,105.0,7,515000.0
mg,hector,1,1000,dealer,petrol,manual,15.81,1451,141.0,5,1490000.0
maruti,wagon r,4,36954,dealer,cng,manual,26.6,998,58.16,5,350000.0
maruti,baleno,3,21000,dealer,petrol,manual,21.4,1197,83.1,5,675000.0
audi,a4,6,62000,dealer,diesel,automatic,17.11,1968,174.33,5,1549000.0
hyundai,i20,3,24132,dealer,petrol,manual,20.35,1197,81.86,5,625000.0
maruti,swift dzire,6,79000,dealer,diesel,manual,19.3,1248,73.9,5,425000.0
honda,city,6,66000,dealer,diesel,manual,26.0,1498,98.6,5,575000.0
hyundai,grand,4,50021,dealer,petrol,manual,18.9,1197,82.0,5,470000.0
mercedes-benz,e-class,7,40000,dealer,diesel,automatic,13.0,2143,201.1,5,1790000.0
maruti,wagon r,8,36900,dealer,petrol,manual,21.79,998,67.05,5,265000.0
audi,a4,8,48000,dealer,petrol,automatic,17.84,1395,147.51,5,1450000.0
ford,ecosport,8,55000,dealer,diesel,manual,22.7,1498,89.84,5,395000.0
toyota,fortuner,9,55000,dealer,diesel,manual,13.0,2982,168.7,7,1050000.0
hyundai,i20,4,50740,trustmark dealer,petrol,manual,18.6,1197,81.83,5,600000.0
hyundai,creta,3,70000,individual,diesel,manual,21.38,1396,88.7,5,875000.0
tata,nexon,3,27700,dealer,petrol,automatic,17.0,1198,108.5,5,890000.0
honda,city,7,42000,dealer,diesel,manual,25.1,1498,98.6,5,625000.0
hyundai,santro,2,2565,trustmark dealer,petrol,automatic,20.3,1086,68.07,5,550000.0
skoda,superb,12,83546,dealer,petrol,automatic,13.7,1798,157.75,5,310000.0
skoda,rapid,4,59000,dealer,diesel,automatic,21.72,1498,108.6,5,735000.0
hyundai,creta,5,54400,trustmark dealer,petrol,automatic,13.0,1591,121.3,5,980000.0
mahindra,scorpio,7,70000,individual,diesel,manual,12.05,2179,120.0,9,450000.0
maruti,swift dzire,5,52490,dealer,petrol,manual,19.0,1197,85.8,5,465000.0
maruti,ciaz,4,48000,dealer,diesel,manual,28.09,1248,88.5,5,711000.0
tata,nexon,3,24000,dealer,petrol,manual,17.0,1198,108.5,5,750000.0
maruti,baleno,2,9000,individual,petrol,automatic,21.4,1197,83.1,5,650000.0
ford,ecosport,6,46000,dealer,diesel,manual,22.7,1498,89.84,5,570000.0
honda,amaze,8,78000,dealer,diesel,manual,25.8,1498,98.6,5,365000.0
ford,ecosport,2,19925,individual,diesel,manual,23.0,1498,98.96,5,949000.0
mercedes-benz,gl-class,5,35000,dealer,diesel,automatic,17.9,2143,167.6,5,3600000.0
maruti,swift dzire,6,150000,individual,diesel,manual,26.59,1248,74.0,5,330000.0
honda,civic,11,36000,dealer,petrol,manual,14.8,1799,130.2,5,375000.0
maruti,wagon r,3,7000,dealer,petrol,manual,20.51,998,67.06,5,410000.0
hyundai,creta,5,79000,dealer,diesel,automatic,17.01,1582,126.2,5,970000.0
maruti,ertiga,2,5298,trustmark dealer,petrol,manual,19.34,1462,103.0,7,900000.0
maruti,wagon r,6,128000,individual,cng,manual,26.6,998,58.16,5,283000.0
toyota,innova,9,85000,dealer,diesel,manual,12.8,2494,102.0,7,575000.0
maruti,celerio,2,40000,dealer,cng,manual,30.47,998,58.33,5,465000.0
honda,city,9,55584,dealer,petrol,automatic,15.6,1497,116.3,5,450000.0
hyundai,i10,8,37200,dealer,petrol,manual,19.81,1086,68.05,5,250000.0
maruti,swift dzire,7,62000,dealer,petrol,manual,19.1,1197,85.8,5,425000.0
maruti,wagon r,12,70962,dealer,petrol,manual,18.9,998,67.1,5,145000.0
maruti,ertiga,2,28000,dealer,diesel,manual,24.2,1498,93.87,7,1075000.0
honda,city,3,21094,dealer,petrol,automatic,18.0,1497,117.6,5,940000.0
maruti,vitara,2,22000,dealer,diesel,automatic,24.3,1248,88.5,5,870000.0
maruti,ertiga,8,57593,dealer,diesel,manual,24.52,1248,88.5,7,480000.0
mahindra,scorpio,10,130311,dealer,diesel,manual,12.05,2179,120.0,9,385000.0
maruti,alto,8,60000,individual,petrol,manual,22.74,796,47.3,5,185000.0
hyundai,i20,7,54159,trustmark dealer,petrol,manual,18.5,1197,82.85,5,410000.0
